Tax Code,Owner Name,Owner Contact,Last Payment Date
T001328,Bhagwati Shrestha,9876543210,8/1/2023
T001329,Manoj Thapa,9876543210,2/13/2021
T001330,Krishna Prasad Acharya,9876543210,9/9/2024
T001331,Biakuntha Nepal,9876543210,11/18/2023
T001332,Janu Dangol,9876543210,4/10/2021
T001334,Dipak Kumar Kc,9876543210,3/6/2022
T001335,Rabi Bagoti,9876543210,10/9/2022
T001336,Bimala Panta,9876543210,11/28/2024
T001337,Anil bisunkhey,9876543210,8/15/2024
T001338,Mina Himal,9876543210,5/2/2020
T001339,Ambika Prasad dhakal,9876543210,9/17/2024
T001340,Rita Dangol,9876543210,10/8/2024
T001343,Alaichi Maiya Shahi,9876543210,10/9/2024
T001344,Bashu Acharya,9876543210,7/14/2022
T001345,Mukunda KC,9876543210,3/29/2021
T001346,Jaya Ram Acharya,9876543210,6/24/2022
T001347,Ramprasad Kharel,9876543210,2/15/2024
T001348,Sita Karki,9876543210,12/12/2021
T001349,Badri Rana Magar,9876543210,5/22/2020
T001350,Dipa Budathoki,9876543210,9/14/2021
T001351,Rajendra Thapa,9876543210,6/16/2024
T001352,Ambika Sharma Khanal,9876543210,12/8/2020
T001353,Ambika Koirala,9876543210,1/13/2021
T001354,Krishna Bahadur Thapa,9876543210,5/15/2023
T001355,Rajan Kumar Kc,9876543210,6/22/2024
T001356,Babulal Shrestha,9876543210,3/3/2023
T001357,Bikram Shrestha,9876543210,7/5/2022
T001358,Kanchi Rana,9876543210,7/28/2024
T001359,Sukuman Baral,9876543210,11/25/2022
T001360,Shiva Bahadur Thapa,9876543210,11/8/2022
T001361,Janakman Shrestha,9876543210,10/3/2020
T001362,Mahendra Khadka,9876543210,4/6/2022
T001363,Kalpana Upreti,9876543210,2/25/2024
T001364,Ambika Sharma Khanal,9876543210,12/2/2023
T001365,Ambika Sharma Khanal,9876543210,2/14/2023
T001366,Rana Bahadur Khatri,9876543210,11/9/2020
T001367,Prakash Bhujel,9876543210,1/25/2020
T001368,Pradip Thapa,9876543210,11/13/2023
T001369,Dhan Kumari Acharya,9876543210,10/18/2023
T001370,Shivasaran Rana Magar,9876543210,3/26/2023
T001371,Ghana Shyam Thapa,9876543210,5/16/2020
T001372,Chetra Bahadur Khadka,9876543210,3/12/2022
T001373,Shiva Bahadur Thapa,9876543210,8/2/2021
T001375,Sushila,9876543210,5/7/2021
T001376,Ajaya Acharya,9876543210,2/18/2022
T001377,Dhan Kumari Acharya,9876543210,9/21/2020
T001378,Kanchi Sunar,9876543210,8/17/2020
T001379,Ram Bhakta Thapa,9876543210,7/20/2024
T001380,Deepak Thapa,9876543210,10/28/2024
T001381,Janak Thapa,9876543210,9/21/2023
T001382,Sarsawati Magar,9876543210,5/15/2022
T001383,Makuri Khadka,9876543210,2/22/2021
T001384,Deepak Subba,9876543210,9/29/2020
T001385,Durga Kc,9876543210,12/2/2020
T001386,Sankhar lama,9876543210,5/7/2023
T001387,Govindra Bahadur Thapa,9876543210,12/22/2020
T001388,Dil Kumar Rashaili,9876543210,1/30/2020
T001389,Gita Kc,9876543210,1/24/2022
T001390,Jaya Ram Acharya,9876543210,10/2/2020
T001391,Hari Thapa,9876543210,10/14/2023
T001392,Kishwor Khatri,9876543210,1/20/2025
T001393,Basanta Kumar Shrestha,9876543210,5/13/2021
T001394,Ram Bahadur Khatri,9876543210,8/13/2021
T001395,Jaya Ram Rana Jagar,9876543210,3/25/2024
T001396,Ganesh Nepali,9876543210,11/15/2022
T001397,Krishna Prasad Acharya,9876543210,7/10/2024
T001398,Prachandra Hari Saran Khadka,9876543210,4/4/2022
T001399,Kamal Bahadur Thapa,9876543210,9/14/2023
T001400,Dhan Kumari Khadka,9876543210,11/6/2022
T001401,Dipak Kumar Kc,9876543210,5/17/2021
T001402,Jagat KC,9876543210,2/27/2023
T001403,Ishwor Shrestha,9876543210,4/15/2022
T001404,Bashu Acharya,9876543210,7/26/2023
T001405,Bachu Ram Khadka,9876543210,7/2/2023
T001406,Devendra Thapa,9876543210,2/17/2024
T001408,Badri Rana Magar,9876543210,2/8/2023
T001409,Bhawani Khatri,9876543210,8/5/2022
T001411,Kedar Khadka,9876543210,8/26/2022
T001412,Shyam,9876543210,10/29/2021
T001413,Dhrami Khatri,9876543210,8/1/2023
T001414,Tulasa Acharya,9876543210,12/18/2022
T001415,Krishna Shrestha,9876543210,11/11/2021
T001416,Rambabu KC,9876543210,9/21/2022
T001417,Ganesh Nepali,9876543210,9/24/2023
T001418,Raghunath Poudel,9876543210,10/3/2020
T001419,Jay Ram Thapa,9876543210,4/17/2023
T001420,Shivasaran Rana Magar,9876543210,3/13/2021
T001421,Ashok Raj Giri,9876543210,5/27/2024
T001422,Sushila Limbu,9876543210,3/29/2024
T001423,Shivakumar Pandey,9876543210,11/18/2024
T001424,Bhawani Shrestha,9876543210,3/3/2024
T001425,Dev Chandra Kc,9876543210,1/8/2022
T001426,Nakul Khadka,9876543210,8/21/2022
T001427,Bishnu Hari Khatri,9876543210,12/4/2024
T001428,Sarsawati Magar,9876543210,6/1/2022
T001429,Santosh Gupta,9876543210,6/10/2020
T001430,Hari Krishna Thapa,9876543210,2/17/2023
T001431,Sanu Khadka,9876543210,11/7/2024
T001432,Tulasa Acharya,9876543210,2/17/2022
T001433,Radhika Rasaili,9876543210,11/24/2022
T001435,Makuri Khadka,9876543210,12/12/2020
T001436,Kancho Thapa,9876543210,4/1/2021
T001437,Ganesh Nepali,9876543210,12/23/2020
T001439,Krishna Ram Mijar,9876543210,9/28/2022
T001440,Somnath Poudel,9876543210,5/6/2024
T001441,Makuri Khadka,9876543210,2/19/2023
T001442,Rajendra Koirala,9876543210,11/10/2020
T001443,Sudarshan Nepal,9876543210,7/15/2022
T001444,Ram Bhakta Thapa,9876543210,9/9/2023
T001445,Chhabilal Dahal,9876543210,10/30/2022
T001447,Shivakumar Pandey,9876543210,9/15/2023
T001448,Rana Bahadur Khatri,9876543210,4/21/2023
T001449,Shree Ram Ghimire,9876543210,4/30/2021
T001450,Sakuntala KC,9876543210,10/20/2022
T001451,Ramsaran Shrestha,9876543210,3/29/2024
T001453,Shivakumar Pandey,9876543210,5/9/2024
T001454,Lava Pokharel,9876543210,4/20/2022
T001455,Bhawani Shrestha,9876543210,1/17/2022
T001456,Narayan KC,9876543210,3/15/2024
T001457,Mita KC,9876543210,11/24/2021
T001458,Mithu Thapa,9876543210,5/12/2024
T001459,Chetra Bahadur Khadka,9876543210,3/12/2023
T001460,Ambika Koirala,9876543210,10/28/2021
T001461,Sankhar Bj,9876543210,11/11/2024
T001462,Subarnalaxmi Barahi,9876543210,11/4/2021
T001463,Rukmani Thapa,9876543210,3/26/2023
T001464,Ram Bahadur Khatri,9876543210,6/29/2022
T001465,Shivakumar Pandey,9876543210,12/19/2022
T001466,Ram Krishna Rijal,9876543210,11/17/2024
T001467,Kumar Baral,9876543210,11/11/2020
T001468,Dhurba Khatri,9876543210,2/11/2021
T001469,Subin Sakya,9876543210,1/18/2022
T001470,Rita Shrestha,9876543210,10/10/2022
T001471,Parlad Budhathoki,9876543210,10/20/2021
T001472,Ram Bahadur Maharjan,9876543210,7/23/2022
T001473,Kishwor Khatri,9876543210,12/16/2024
T001474,Anita Shrestha,9876543210,2/12/2020
T001475,Sudarshan Nepal,9876543210,4/1/2024
T001476,Prem Rai,9876543210,11/21/2021
T001477,Santosh Gupta,9876543210,7/2/2023
T001478,Jayanti Kc,9876543210,3/10/2023
T001479,Tara Devi Gautam,9876543210,1/14/2022
T001480,Sudha Gurung,9876543210,11/12/2024
T001481,Narayan Bisankhey,9876543210,11/28/2023
T001482,Anil bisunkhey,9876543210,5/4/2023
T001483,Birendra Amatya,9876543210,4/13/2022
T001484,Krishna Ram Mijar,9876543210,5/7/2022
T001485,Manu Khadka,9876543210,10/16/2024
T001486,Amir Maharjhan,9876543210,7/7/2021
T001487,Sheetal Thapa,9876543210,8/7/2021
T001488,Akur Khadka,9876543210,11/19/2024
T001489,Chandra Bahadur Thapa,9876543210,9/23/2023
T001490,Ram Timalsina,9876543210,12/19/2024
T001492,Alaichi Maiya Shahi,9876543210,7/21/2024
T001493,Biakuntha Nepal,9876543210,4/17/2024
T001494,Bishnu Hari Khatri,9876543210,5/2/2020
T001495,Durlav Thapa,9876543210,7/11/2022
T001496,Jayanti Kc,9876543210,5/26/2021
T001497,Chetra Bahadur Khadka,9876543210,11/1/2022
T001498,Ranganath Acharya,9876543210,6/9/2022
T001499,Dhrami Khatri,9876543210,1/15/2024
T001500,Prem Rai,9876543210,6/7/2023
T001501,Hari Prasad Bhandari,9876543210,10/6/2024
T001502,Jayanti Kc,9876543210,4/19/2024
T001503,Rupa Thapa Rawal,9876543210,1/14/2024
T001504,Shyam Shresth,9876543210,8/3/2022
T001505,Madhusudan Ghirmire,9876543210,12/11/2024
T001506,Birendra Amatya,9876543210,3/29/2021
T001507,Bachu Ram Khadka,9876543210,4/5/2023
T001508,Ram Bhakta Thapa,9876543210,6/3/2020
T001509,Kamal Shrestha,9876543210,7/22/2024
T001510,Prem Rai,9876543210,5/2/2023
T001512,Ram Bahadur Khatri,9876543210,11/28/2022
T001513,Kedar Bahadur Thapa,9876543210,8/20/2022
T001514,Dhrami Khatri,9876543210,8/1/2021
T001515,Kul Bahadur Lama,9876543210,5/27/2022
T001516,Ram Bahadur Thapa,9876543210,5/24/2023
T001517,Ram Bahadur Khatri,9876543210,8/14/2021
T001518,Nakul Budhathoki,9876543210,6/8/2020
T001519,Indra Bahadur Khatri,9876543210,2/8/2020
T001520,Ram Badhadur Sunar,9876543210,12/31/2021
T001521,Sudarshan Nepal,9876543210,4/2/2020
T001522,Chandra Khatri,9876543210,6/4/2023
T001523,Tara Devi Gautam,9876543210,10/6/2021
T001524,Devendra Thapa,9876543210,11/15/2024
T001525,Ram Timalsina,9876543210,10/5/2023
T001526,Krishna Timilsina,9876543210,10/10/2021
T001527,Radha Ghimire,9876543210,2/23/2023
T001528,Ambika Prasad Gautam,9876543210,5/29/2024
T001529,Raj Kumar Kc,9876543210,12/4/2023
T001530,Keshab Rasad Regmi,9876543210,3/1/2023
T001531,Devendra Thapa,9876543210,11/28/2022
T001532,Umesh Thapa,9876543210,8/27/2020
T001533,Krishna Ram Mijar,9876543210,5/23/2024
T001534,Manu Shrestha,9876543210,8/2/2024
T001535,Sakuntala KC,9876543210,2/3/2023
T001536,Nilam Kumari Gupta,9876543210,9/23/2022
T001537,Sankhar lama,9876543210,3/14/2021
T001538,Mukunda KC,9876543210,10/27/2021
T001539,Amrit Khatri,9876543210,2/3/2022
T001540,Rita Dangol,9876543210,8/14/2024
T001541,Tulasa Acharya,9876543210,4/22/2021
T001542,Amir Maharjhan,9876543210,10/24/2020
T001543,Janak Thapa,9876543210,9/6/2023
T001544,Birendra Amatya,9876543210,3/9/2024
T001545,Narayan Kaji Shrestha,9876543210,7/13/2020
T001546,Sushila Rai,9876543210,12/7/2020
T001547,Hari Bhakta Khatri,9876543210,5/20/2021
T001548,Dinesh Rana Magar,9876543210,10/2/2024
T001549,Kabi Raj Budhathoki,9876543210,11/11/2022
T001550,Sita Karki,9876543210,11/26/2023
T001551,Jagat KC,9876543210,2/7/2023
T001552,Prem Rai,9876543210,7/3/2022
T001553,Balbahadur Sunar,9876543210,9/15/2024
T001554,Bhawani Shrestha,9876543210,7/18/2024
T001555,Shir Ram Ghimire,9876543210,11/1/2021
T001556,Ramkumar Sharma,9876543210,10/16/2023
T001557,Man Bahadur Sahi,9876543210,4/21/2022
T001558,Makuri Khadka,9876543210,8/26/2022
T001559,Baburaja Maharjan,9876543210,6/28/2021
T001560,Bishnu Prasad Acharye,9876543210,8/30/2023
T001561,Uma Kanta Upadhya Ghimire,9876543210,2/8/2024
T001562,Raghunath Poudel,9876543210,1/8/2023
T001563,Puskar Acharya,9876543210,12/1/2023
T001564,Shiva Bahadur Thapa,9876543210,5/27/2023
T001565,Kedar Bahadur Thapa,9876543210,3/11/2020
T001566,Kuber Khatri,9876543210,3/3/2024
T001912,Kumar Thapa,9876543210,10/1/2024
T001567,Biakuntha Nepal,9876543210,4/28/2021
T001568,Hem Bahadur Magar,9876543210,11/23/2024
T001569,Akur Khadka,9876543210,3/19/2024
T001570,Nani Kaji Rana Magar,9876543210,1/20/2024
T001571,Durga Kc,9876543210,2/4/2020
T001572,Mina Himal,9876543210,5/3/2020
T001573,Nilam Kumari Gupta,9876543210,11/22/2023
T001574,Hari Krishna Thapa,9876543210,7/18/2022
T001576,Krishna Bahadur Rajthala,9876543210,6/13/2022
T001577,Mina Khadka,9876543210,5/27/2021
T001578,Khemraj Tiruwa,9876543210,9/7/2021
T001579,Sundar Puri,9876543210,9/23/2023
T001580,Suman Khadka,9876543210,7/15/2022
T001581,Sarsawati Magar,9876543210,5/1/2020
T001582,Hem Kumari Kc,9876543210,4/24/2020
T001583,Ram Bhakta Thapa,9876543210,6/24/2024
T001584,Nibot Chatwat,9876543210,7/21/2020
T001585,Dinesh Rana Magar,9876543210,3/12/2023
T001586,Bhaikaji Ghimire,9876543210,12/31/2023
T001587,Chandra Khatri,9876543210,5/22/2021
T001588,Dhurba Khatri,9876543210,10/24/2020
T001589,Ajaya Acharya,9876543210,8/18/2023
T001590,Mina Khadka,9876543210,2/21/2020
T001591,Jaya Ram Acharya,9876543210,9/22/2023
T001592,Sukuman Baral,9876543210,5/2/2022
T001593,Ambika Koirala,9876543210,5/18/2021
T001594,Sankhar lama,9876543210,4/16/2024
T001595,Gauri Budhathoki,9876543210,3/9/2022
T001596,Sanjay Shrestha,9876543210,11/22/2022
T001678,Dilip Kumar Khatri,9876543210,8/31/2020
T001597,Prakash Thapa,9876543210,4/6/2020
T001598,Rupa Thapa Rawal,9876543210,6/25/2020
T001599,Krishna Bahadur Thapa,9876543210,10/3/2023
T001600,Ghana Shyam Thapa,9876543210,7/23/2024
T001601,Kumar Thapa,9876543210,8/3/2024
T001602,Kuber Khatri,9876543210,7/26/2021
T001603,Dil Kumar Rashaili,9876543210,12/1/2022
T001604,Ganesh Nepali,9876543210,11/25/2021
T001605,Janak Thapa,9876543210,10/14/2021
T001606,Binod Sunar,9876543210,1/26/2020
T001607,Shiva Bahadur Thapa,9876543210,5/27/2023
T001608,Laxmi Bahadur Sodemba,9876543210,7/22/2023
T001609,Shivakumar Pandey,9876543210,5/7/2020
T001610,Bhagarati Devi Saud,9876543210,9/14/2020
T001611,Durga Kc,9876543210,3/12/2024
T001612,Krishna Ram Mijar,9876543210,1/16/2021
T001613,Ashok Raj Giri,9876543210,3/17/2023
T001614,Ramesh Bhandari,9876543210,12/29/2020
T001615,Ramesh KC,9876543210,8/9/2024
T001616,Somnath Poudel,9876543210,8/6/2024
T001617,Krishna Bahadur Thapa,9876543210,1/27/2022
T001618,Jagat KC,9876543210,12/5/2024
T001619,Sanjit Mijar,9876543210,5/28/2022
T001620,Rita Shrestha,9876543210,8/28/2021
T001621,Dhan Kumari Acharya,9876543210,6/7/2024
T001622,Sudha Gurung,9876543210,8/21/2022
T001623,Ambika Regmi,9876543210,3/9/2023
T001624,Indra Bahadur Khatri,9876543210,2/11/2024
T001625,Manoj Thapa,9876543210,9/15/2022
T001626,Renu Shrestha,9876543210,7/2/2020
T001627,Raj Kumar Kc,9876543210,4/13/2021
T001628,Sudha Gurung,9876543210,6/30/2020
T001629,Kiran Kumar Khatri,9876543210,3/15/2021
T001630,Bharat Khadka,9876543210,2/25/2020
T001631,Mina Khadka,9876543210,8/15/2024
T001632,Sita Lama,9876543210,6/18/2023
T001633,Thakur Prasad Upadhyaya,9876543210,10/2/2021
T001634,Sheila Adhikari,9876543210,5/14/2020
T001635,Lava Pokharel,9876543210,3/9/2024
T001636,Kedar Khadka,9876543210,7/16/2020
T001637,Deepa Tamang,9876543210,12/13/2024
T001638,Jitendra Shrestha,9876543210,7/27/2020
T001639,Makuri Khadka,9876543210,5/10/2023
T001640,Parlad Budhathoki,9876543210,1/16/2025
T001641,Jagatman Rajthala,9876543210,12/26/2024
T001643,Kuber Khatri,9876543210,12/26/2020
T001644,Bharat Khadka,9876543210,2/19/2020
T001645,Prakash Bhujel,9876543210,7/10/2021
T001646,Jitendra Shrestha,9876543210,1/31/2022
T001647,Shivakumar Pandey,9876543210,4/13/2024
T001648,Hari Krishna Thapa,9876543210,3/16/2022
T001649,Premlal Maharjan,9876543210,4/6/2021
T001650,Pandit Ram Shrestha,9876543210,10/11/2021
T001651,Bhawani Khatri,9876543210,10/8/2024
T001652,Mahendra Khadka,9876543210,4/11/2022
T001653,Shree Hari Thapa,9876543210,1/10/2025
T001655,Bhajahari Puri,9876543210,11/23/2022
T001656,Nirajan Khanal,9876543210,8/10/2024
T001657,Nibot Chatwat,9876543210,5/18/2022
T001658,Niraj Shakya,9876543210,5/26/2020
T001659,Chandra Bahadur Thapa,9876543210,10/17/2020
T001660,Baburaja Maharjan,9876543210,4/10/2021
T001661,Sima Aryal,9876543210,9/7/2020
T001662,Kamal Thapa,9876543210,10/8/2020
T001663,Anil bisunkhey,9876543210,4/21/2020
T001664,Uma Kanta Upadhya Ghimire,9876543210,6/29/2020
T001665,Sankhar lama,9876543210,2/20/2023
T001666,Bashu Acharya,9876543210,5/13/2023
T001667,Sabita Timalsina,9876543210,2/4/2024
T001668,Anil bisunkhey,9876543210,12/12/2024
T001669,Ramesh KC,9876543210,1/3/2024
T001670,Kancha Khulal,9876543210,9/1/2024
T001671,Badribahadur Kc,9876543210,10/30/2020
T001672,Bhajahari Puri,9876543210,4/7/2023
T001673,Sanjit Mijar,9876543210,2/24/2021
T001674,Man Bahadur Sahi,9876543210,6/8/2022
T001675,Sport Complex,9876543210,3/21/2024
T001676,Basanta Kumar Shrestha,9876543210,2/12/2023
T001677,Uma Kanta Upadhya Ghimire,9876543210,10/24/2021
T001680,Niraj Shakya,9876543210,7/5/2023
T001681,Dhurba Khatri,9876543210,1/6/2021
T001682,Kishwor Khatri,9876543210,10/13/2022
T001683,Dipa Budathoki,9876543210,8/8/2021
T001684,Thakur Prasad Upadhyaya,9876543210,10/5/2022
T001685,Rita Shrestha,9876543210,1/18/2024
T001687,Sanjit Mijar,9876543210,7/25/2024
T001688,Ramesh Bhandari,9876543210,9/13/2020
T001689,Radha Ghimire,9876543210,8/24/2024
T001690,Shyam,9876543210,10/1/2020
T001691,Sanu Bhai Thapa,9876543210,4/21/2021
T001692,Mina Gurung,9876543210,7/11/2022
T001693,Ambika Prasad Gautam,9876543210,3/13/2024
T001694,Rita Dangol,9876543210,10/24/2024
T001695,Sanu Nani  Rana Magar,9876543210,3/30/2022
T001696,Puskal Khatiwada,9876543210,11/29/2022
T001697,Tirtha Bahadur Raymajhi,9876543210,3/11/2023
T001698,Binita Kunwar,9876543210,8/9/2021
T001699,Dhan Kumari Acharya,9876543210,2/16/2020
T001700,Birendra Amatya,9876543210,4/29/2024
T001701,Jagatman Rajthala,9876543210,6/7/2020
T001702,Krishna Bahadur Thapa,9876543210,9/9/2023
T001703,Shree Hari Thapa,9876543210,7/22/2022
T001704,Deepa Tamang,9876543210,11/4/2020
T001705,Chhabilal Dahal,9876543210,4/22/2022
T001706,Puskar Acharya,9876543210,8/17/2022
T001707,Narayan Bisankhey,9876543210,4/9/2024
T001708,Shyam Maya Tamang,9876543210,3/25/2024
T001709,Kiran Kumar Khatri,9876543210,10/23/2023
T001710,Deepak Thapa,9876543210,12/7/2023
T001711,Sita Karki,9876543210,11/11/2023
T001712,Bikash Khadka,9876543210,12/18/2024
T001713,Kamal Thapa,9876543210,1/15/2021
T001714,Sushila Limbu,9876543210,6/7/2023
T001715,Madhusudan Ghirmire,9876543210,3/28/2024
T001716,Kedarnath Nacharye,9876543210,5/28/2024
T001717,Niranjan.KC,9876543210,5/4/2023
T001718,Narayan Bisankhey,9876543210,8/2/2022
T001719,Ambika Prasad dhakal,9876543210,2/14/2023
T001722,Kali Khatri,9876543210,10/15/2020
T001723,Jaya Ram Rana Jagar,9876543210,12/26/2021
T001724,Kanchi Kc,9876543210,10/28/2024
T001725,Ambika Regmi,9876543210,4/24/2021
T001726,Ram Krishna Rijal,9876543210,8/20/2023
T001727,Ramesh KC,9876543210,7/16/2024
T001728,Kanchi Sunar,9876543210,2/26/2023
T001729,Somnath Poudel,9876543210,11/13/2021
T001730,Kumar Thapa,9876543210,12/31/2022
T001731,Rita Dangol,9876543210,5/31/2024
T001732,Puskar Acharya,9876543210,7/15/2020
T001733,Dev Chandra Kc,9876543210,12/9/2023
T001734,Ramesh Bhandari,9876543210,12/23/2024
T001735,Shivasaran Rana Magar,9876543210,7/5/2023
T001736,Gita Kc,9876543210,9/19/2023
T001737,Dev Maya Gurung,9876543210,3/15/2021
T001738,Bipendra Kaur,9876543210,7/23/2021
T001740,Niranjan.KC,9876543210,4/16/2021
T001741,Krishna Ram Mijar,9876543210,11/15/2024
T001742,Dev Krishna Kc,9876543210,4/23/2022
T001743,Akhandas Shrestha,9876543210,4/27/2021
T001744,Nani Kaji Rana Magar,9876543210,6/12/2023
T001746,Nabinbir Shrestha,9876543210,3/23/2024
T001747,Renu Shrestha,9876543210,12/26/2024
T001748,Pandit Ram Shrestha,9876543210,5/6/2020
T001749,Narayan KC,9876543210,6/5/2021
T001750,Tuyumaya Shrestha,9876543210,7/17/2020
T001751,Mamata Kumari Magat,9876543210,5/8/2021
T001752,Manoj Kumar Acharya,9876543210,9/18/2021
T001753,Janak Thapa,9876543210,5/10/2020
T001754,Bhawani Shrestha,9876543210,10/1/2020
T001756,Sushila Rai,9876543210,1/16/2021
T001757,Manilal Chhetry,9876543210,2/29/2024
T001758,Sita Karki,9876543210,8/13/2020
T001759,Chandra Bahadur Thapa,9876543210,11/1/2022
T001760,Hari Bhakta Khatri,9876543210,4/21/2024
T001761,Keshab Rasad Regmi,9876543210,5/30/2024
T001762,Akur Khadka,9876543210,2/5/2020
T001763,Suman Khadka,9876543210,9/4/2023
T001764,Ambika Prasad dhakal,9876543210,11/16/2021
T001765,Ranganath Acharya,9876543210,1/24/2024
T001766,Bashu Acharya,9876543210,1/13/2023
T001767,Ram Krishna Rijal,9876543210,12/27/2021
T001768,Kamal Shrestha,9876543210,5/3/2024
T001770,Ram Badhadur Sunar,9876543210,11/5/2021
T001771,Dipa Budathoki,9876543210,2/25/2022
T001772,Bekhalal Rajthala,9876543210,9/28/2021
T001773,Mithu Thapa,9876543210,4/9/2024
T001774,Kalpana Upreti,9876543210,8/18/2024
T001775,Kancha Khulal,9876543210,7/21/2021
T001776,Kedar Bahadur Thapa,9876543210,4/13/2023
T001777,Kanchi Sunar,9876543210,8/17/2020
T001778,Makuri Khadka,9876543210,3/15/2024
T001779,Shivasaran Rana Magar,9876543210,9/15/2020
T001780,Prachandra Hari Saran Khadka,9876543210,1/24/2024
T001781,Hari Krishna Shrestha,9876543210,12/17/2020
T001783,Prem Rai,9876543210,7/12/2024
T001784,Ambika Sharma Khanal,9876543210,8/13/2022
T001786,Hem Kumari Kc,9876543210,11/29/2020
T001787,Rukmani Thapa,9876543210,12/22/2022
T001788,Badri Rana Magar,9876543210,3/23/2021
T001789,Balampaki,9876543210,5/4/2021
T001790,Sir Maya Rajthala,9876543210,2/1/2023
T001791,Chandra Bahadur Thapa,9876543210,8/14/2022
T001792,Gobardan Khadka,9876543210,8/3/2023
T001793,Sankhar lama,9876543210,7/17/2023
T001794,Birendra Amatya,9876543210,8/19/2020
T001795,Bharat Khadka,9876543210,2/22/2020
T001796,Binod Sunar,9876543210,6/2/2021
T001797,Hem Kumari Kc,9876543210,9/22/2021
T001798,Ram Bahadur Maharjan,9876543210,7/17/2022
T001799,Vyas Acharya,9876543210,6/26/2024
T001800,Kalu Singh Rajthala,9876543210,12/10/2020
T001801,Narayan KC,9876543210,9/13/2021
T001802,Ambika Prasad dhakal,9876543210,4/12/2023
T001803,Anil bisunkhey,9876543210,11/1/2021
T001804,Dinesh Rana Magar,9876543210,7/23/2024
T001805,Sunita Limbu,9876543210,1/21/2022
T001806,Amir Maharjhan,9876543210,4/22/2021
T001807,Bhajahari Puri,9876543210,2/16/2024
T001808,Ram Krishna Rijal,9876543210,1/28/2024
T001809,Narayan KC,9876543210,11/9/2021
T001810,Prem Maya Maharjan,9876543210,4/29/2021
T001811,Nakul Khadka,9876543210,9/8/2022
T001812,Ram Bahadur Maharjan,9876543210,3/10/2021
T001813,Ishwor Shrestha,9876543210,8/16/2020
T001814,Jaya Ram Acharya,9876543210,2/20/2021
T001815,Kuber Khatri,9876543210,1/30/2020
T001816,Birendra Amatya,9876543210,4/22/2023
T001817,Hari Thapa,9876543210,6/5/2024
T001818,Kali Khatri,9876543210,9/16/2023
T001819,Sanjit Mijar,9876543210,6/30/2023
T001820,Vyas Acharya,9876543210,11/18/2022
T001822,Bhawani Shrestha,9876543210,2/9/2022
T001823,Sudha Gurung,9876543210,11/24/2023
T001824,Mukunda KC,9876543210,7/21/2020
T001826,Krishna Bahadur Thapa,9876543210,1/9/2025
T001827,Krishna Bahadur Rajthala,9876543210,10/12/2023
T001828,Ambika Sharma Khanal,9876543210,1/22/2025
T001829,Sushila,9876543210,6/21/2020
T001830,Ambika Koirala,9876543210,8/20/2023
T001831,Rita Shrestha,9876543210,6/29/2020
T001832,Kishwor Khatri,9876543210,12/31/2021
T001833,Kalpana Ghimire,9876543210,10/18/2021
T001834,Manoj Kumar Acharya,9876543210,3/1/2020
T001835,Jitendra Shrestha,9876543210,11/10/2021
T001836,Jayanti Kc,9876543210,7/9/2024
T001837,Badri Rana Magar,9876543210,7/4/2022
T001838,Dev Chandra Kc,9876543210,11/7/2020
T001839,Rana Bahadur Khatri,9876543210,4/3/2020
T001840,Bhawani Shrestha,9876543210,5/26/2024
T001841,Babulal Shrestha,9876543210,4/11/2022
T001843,Bhajahari Puri,9876543210,7/2/2021
T001844,Dev Krishna Kc,9876543210,8/2/2023
T001845,Ramesh Bhandari,9876543210,3/4/2021
T001846,Ganesh Nepali,9876543210,1/24/2024
T001847,Amir Maharjhan,9876543210,8/7/2024
T001848,Sankhar lama,9876543210,9/8/2023
T001849,Sita Karki,9876543210,6/13/2024
T001850,Sanu Khadka,9876543210,6/24/2021
T001851,Ram Bhakta Thapa,9876543210,2/1/2020
T001852,Pradip Thapa,9876543210,3/17/2021
T001853,Sima Aryal,9876543210,1/28/2023
T001854,Silwal Maharjan,9876543210,9/25/2022
T001855,Shivakumar Pandey,9876543210,6/28/2020
T001856,Khemraj Tiruwa,9876543210,6/22/2023
T001857,Prem Bahadur Rajthala,9876543210,6/6/2020
T001858,Prakash Bhujel,9876543210,12/8/2020
T001859,Ranganath Acharya,9876543210,8/18/2021
T001860,Krishna Ram Mijar,9876543210,9/8/2020
T001861,Lal Singh Rajthala,9876543210,10/12/2024
T001862,Radha Ghimire,9876543210,4/18/2020
T001863,Ambika Sharma Khanal,9876543210,11/14/2024
T001864,Hari Thapa,9876543210,8/7/2023
T001865,Rita Dangol,9876543210,8/19/2024
T001866,Kanchi Kc,9876543210,11/1/2024
T001867,Shivasaran Rana Magar,9876543210,9/20/2023
T001868,Nakul Khadka,9876543210,8/31/2023
T001869,Kali Khatri,9876543210,11/29/2023
T001870,Ambika Prasad Gautam,9876543210,10/17/2024
T001871,Dipa Budathoki,9876543210,6/12/2021
T001872,Rita Shrestha,9876543210,9/4/2022
T001873,Birendra Amatya,9876543210,3/28/2022
T001874,Bisnu Bahadur Thapa,9876543210,7/31/2023
T001875,Nakul Khadka,9876543210,11/23/2023
T001876,Man Bahadur Sahi,9876543210,1/8/2024
T001877,Balbahadur Sunar,9876543210,5/3/2021
T001878,Hari Thapa,9876543210,1/28/2023
T001879,Indra Bahadur Khatri,9876543210,12/29/2024
T001880,Dhurba Khatri,9876543210,4/28/2022
